0         	netw           	TxRx	     	latencies, ms: 
in0 >	10|0	10|0	10|0	
in1 >	10|0	10|0	10|0	
in2 >	10|0	10|0	10|0	
 	v	v	v	
out	0	1	2	
274.05    	netw           	  Rx	< < <	checkReceive	1->2 TX_SUCCESSOR mID 44454 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @2 s @1 i @0 sID @1 pS 0
274.06    	netw           	Tx  	> > >	send	->2 RX_SUCCESSOR mID 44454 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @2 s @1 i @0 sID @1 pS 0
274.06    	netw           	  Rx	< < <	checkReceive	1->2 TX_FIND_PREDECESSOR mID 44926 pid 1 f t FIND_PREDECESSOR a 1 ps 0 r 0 d @2 s @1 i @1 sID @1 pS 0
274.07    	netw           	Tx  	> > >	send	->2 RX_FIND_PREDECESSOR mID 44926 pid 1 f t FIND_PREDECESSOR a 1 ps 0 r 0 d @2 s @1 i @1 sID @1 pS 0
274.07    	netw           	  Rx	< < <	push_into_network	->1 TX_ACK mID 44926 pid 1 f t ACK a 0 ps 0 r 0 d @1 s @2 i @0 sID @0 pS 0
274.07    	netw           	  Rx	< < <	push_into_network	->1 TX_PREDECESSOR mID 44926 pid 1 f t PREDECESSOR a 0 ps 0 r 0 d @1 s @2 i @0 sID @1 pS 0
274.07    	netw           	  Rx	< < <	checkReceive	2->1 TX_ACK mID 44926 pid 1 f t ACK a 0 ps 0 r 0 d @1 s @2 i @0 sID @0 pS 0
274.08    	netw           	Tx  	> > >	send	->1 RX_ACK mID 44926 pid 1 f t ACK a 0 ps 0 r 0 d @1 s @2 i @0 sID @0 pS 0
274.08    	netw           	  Rx	< < <	checkReceive	2->1 TX_PREDECESSOR mID 44926 pid 1 f t PREDECESSOR a 0 ps 0 r 0 d @1 s @2 i @0 sID @1 pS 0
274.09    	netw           	Tx  	> > >	send	->1 RX_PREDECESSOR mID 44926 pid 1 f t PREDECESSOR a 0 ps 0 r 0 d @1 s @2 i @0 sID @1 pS 0
274.09    	netw           	  Rx	< < <	push_into_network	->2 TX_NOTIFY mID 46807 pid 1 f t NOTIFY a 1 ps 0 r 0 d @2 s @1 i @0 sID @1 pS 0
274.09    	netw           	  Rx	< < <	checkReceive	1->2 TX_NOTIFY mID 46807 pid 1 f t NOTIFY a 1 ps 0 r 0 d @2 s @1 i @0 sID @1 pS 0
274.1     	netw           	Tx  	> > >	send	->2 RX_NOTIFY mID 46807 pid 1 f t NOTIFY a 1 ps 0 r 0 d @2 s @1 i @0 sID @1 pS 0
274.1     	netw           	  Rx	< < <	push_into_network	->1 TX_ACK mID 46807 pid 1 f t ACK a 0 ps 0 r 0 d @1 s @2 i @0 sID @0 pS 0
274.1     	netw           	  Rx	< < <	checkReceive	2->1 TX_ACK mID 46807 pid 1 f t ACK a 0 ps 0 r 0 d @1 s @2 i @0 sID @0 pS 0
274.11    	netw           	Tx  	> > >	send	->1 RX_ACK mID 46807 pid 1 f t ACK a 0 ps 0 r 0 d @1 s @2 i @0 sID @0 pS 0
275.01    	netw           	  Rx	< < <	push_into_network	->1 TX_FIND_SUCCESSOR mID 45763 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @1 s @0 i @0 sID @2 pS 0
275.01    	netw           	  Rx	< < <	checkReceive	0->1 TX_FIND_SUCCESSOR mID 45763 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @1 s @0 i @0 sID @2 pS 0
275.02    	netw           	Tx  	> > >	send	->1 RX_FIND_SUCCESSOR mID 45763 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @1 s @0 i @0 sID @2 pS 0
275.02    	netw           	  Rx	< < <	push_into_network	->0 TX_ACK mID 45763 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @1 i @0 sID @0 pS 0
275.02    	netw           	  Rx	< < <	push_into_network	->0 TX_SUCCESSOR mID 45763 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @0 s @1 i @0 sID @2 pS 0
275.02    	netw           	  Rx	< < <	checkReceive	1->0 TX_ACK mID 45763 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @1 i @0 sID @0 pS 0
275.03    	netw           	Tx  	> > >	send	->0 RX_ACK mID 45763 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @1 i @0 sID @0 pS 0
275.03    	netw           	  Rx	< < <	push_into_network	->1 TX_FIND_SUCCESSOR mID 46381 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @1 s @2 i @2 sID @0 pS 0
275.03    	netw           	  Rx	< < <	checkReceive	1->0 TX_SUCCESSOR mID 45763 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @0 s @1 i @0 sID @2 pS 0
275.03    	netw           	  Rx	< < <	checkReceive	2->1 TX_FIND_SUCCESSOR mID 46381 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @1 s @2 i @2 sID @0 pS 0
275.04    	netw           	Tx  	> > >	send	->0 RX_SUCCESSOR mID 45763 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @0 s @1 i @0 sID @2 pS 0
275.04    	netw           	Tx  	> > >	send	->1 RX_FIND_SUCCESSOR mID 46381 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @1 s @2 i @2 sID @0 pS 0
275.04    	netw           	  Rx	< < <	push_into_network	->2 TX_ACK mID 46381 pid 1 f t ACK a 0 ps 0 r 0 d @2 s @1 i @0 sID @0 pS 0
275.04    	netw           	  Rx	< < <	push_into_network	->2 TX_SUCCESSOR mID 46381 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @2 s @1 i @0 sID @1 pS 0
275.04    	netw           	  Rx	< < <	checkReceive	1->2 TX_ACK mID 46381 pid 1 f t ACK a 0 ps 0 r 0 d @2 s @1 i @0 sID @0 pS 0
275.04    	netw           	  Rx	< < <	push_into_network	->0 TX_FIND_SUCCESSOR mID 47738 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @0 s @1 i @1 sID @2 pS 0
275.04    	netw           	  Rx	< < <	checkReceive	1->0 TX_FIND_SUCCESSOR mID 47738 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @0 s @1 i @1 sID @2 pS 0
275.05    	netw           	Tx  	> > >	send	->0 RX_FIND_SUCCESSOR mID 47738 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @0 s @1 i @1 sID @2 pS 0
275.05    	netw           	Tx  	> > >	send	->2 RX_ACK mID 46381 pid 1 f t ACK a 0 ps 0 r 0 d @2 s @1 i @0 sID @0 pS 0
275.05    	netw           	  Rx	< < <	checkReceive	1->2 TX_SUCCESSOR mID 46381 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @2 s @1 i @0 sID @1 pS 0
275.05    	netw           	  Rx	< < <	push_into_network	->1 TX_ACK mID 47738 pid 1 f t ACK a 0 ps 0 r 0 d @1 s @0 i @0 sID @0 pS 0
275.05    	netw           	  Rx	< < <	push_into_network	->1 TX_SUCCESSOR mID 47738 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @1 s @0 i @0 sID @0 pS 0
275.05    	netw           	  Rx	< < <	checkReceive	0->1 TX_ACK mID 47738 pid 1 f t ACK a 0 ps 0 r 0 d @1 s @0 i @0 sID @0 pS 0
275.06    	netw           	Tx  	> > >	send	->1 RX_ACK mID 47738 pid 1 f t ACK a 0 ps 0 r 0 d @1 s @0 i @0 sID @0 pS 0
275.06    	netw           	Tx  	> > >	send	->2 RX_SUCCESSOR mID 46381 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @2 s @1 i @0 sID @1 pS 0
275.06    	netw           	  Rx	< < <	checkReceive	0->1 TX_SUCCESSOR mID 47738 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @1 s @0 i @0 sID @0 pS 0
275.07    	netw           	Tx  	> > >	send	->1 RX_SUCCESSOR mID 47738 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @1 s @0 i @0 sID @0 pS 0
276.01    	netw           	  Rx	< < <	push_into_network	->1 TX_FIND_SUCCESSOR mID 47798 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @1 s @0 i @0 sID @2047 pS 0
276.01    	netw           	  Rx	< < <	checkReceive	0->1 TX_FIND_SUCCESSOR mID 47798 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @1 s @0 i @0 sID @2047 pS 0
276.02    	netw           	Tx  	> > >	send	->1 RX_FIND_SUCCESSOR mID 47798 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @1 s @0 i @0 sID @2047 pS 0
276.02    	netw           	  Rx	< < <	push_into_network	->0 TX_ACK mID 47798 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @1 i @0 sID @0 pS 0
276.02    	netw           	  Rx	< < <	push_into_network	->0 TX_SUCCESSOR mID 47798 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @0 s @1 i @0 sID @1 pS 0
276.02    	netw           	  Rx	< < <	checkReceive	1->0 TX_ACK mID 47798 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @1 i @0 sID @0 pS 0
276.03    	netw           	Tx  	> > >	send	->0 RX_ACK mID 47798 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @1 i @0 sID @0 pS 0
276.03    	netw           	  Rx	< < <	checkReceive	1->0 TX_SUCCESSOR mID 47798 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @0 s @1 i @0 sID @1 pS 0
276.03    	netw           	  Rx	< < <	push_into_network	->1 TX_FIND_PREDECESSOR mID 48608 pid 1 f t FIND_PREDECESSOR a 1 ps 0 r 0 d @1 s @2 i @2 sID @0 pS 0
276.03    	netw           	  Rx	< < <	checkReceive	2->1 TX_FIND_PREDECESSOR mID 48608 pid 1 f t FIND_PREDECESSOR a 1 ps 0 r 0 d @1 s @2 i @2 sID @0 pS 0
276.04    	netw           	Tx  	> > >	send	->0 RX_SUCCESSOR mID 47798 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @0 s @1 i @0 sID @1 pS 0
276.04    	netw           	Tx  	> > >	send	->1 RX_FIND_PREDECESSOR mID 48608 pid 1 f t FIND_PREDECESSOR a 1 ps 0 r 0 d @1 s @2 i @2 sID @0 pS 0
276.04    	netw           	  Rx	< < <	push_into_network	->2 TX_ACK mID 48608 pid 1 f t ACK a 0 ps 0 r 0 d @2 s @1 i @0 sID @0 pS 0
276.04    	netw           	  Rx	< < <	checkReceive	1->2 TX_ACK mID 48608 pid 1 f t ACK a 0 ps 0 r 0 d @2 s @1 i @0 sID @0 pS 0
276.04    	netw           	  Rx	< < <	push_into_network	->2 TX_PREDECESSOR mID 48608 pid 1 f t PREDECESSOR a 0 ps 0 r 0 d @2 s @1 i @0 sID @0 pS 0
276.04    	netw           	  Rx	< < <	push_into_network	->0 TX_FIND_SUCCESSOR mID 48991 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @0 s @1 i @1 sID @3 pS 0
276.04    	netw           	  Rx	< < <	checkReceive	1->0 TX_FIND_SUCCESSOR mID 48991 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @0 s @1 i @1 sID @3 pS 0
276.05    	netw           	Tx  	> > >	send	->0 RX_FIND_SUCCESSOR mID 48991 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @0 s @1 i @1 sID @3 pS 0
276.05    	netw           	Tx  	> > >	send	->2 RX_ACK mID 48608 pid 1 f t ACK a 0 ps 0 r 0 d @2 s @1 i @0 sID @0 pS 0
276.05    	netw           	  Rx	< < <	checkReceive	1->2 TX_PREDECESSOR mID 48608 pid 1 f t PREDECESSOR a 0 ps 0 r 0 d @2 s @1 i @0 sID @0 pS 0
276.05    	netw           	  Rx	< < <	push_into_network	->1 TX_ACK mID 48991 pid 1 f t ACK a 0 ps 0 r 0 d @1 s @0 i @0 sID @0 pS 0
276.05    	netw           	  Rx	< < <	push_into_network	->2 TX_FIND_SUCCESSOR mID 48991 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @2 s @0 i @1 sID @3 pS 0
276.05    	netw           	  Rx	< < <	checkReceive	0->1 TX_ACK mID 48991 pid 1 f t ACK a 0 ps 0 r 0 d @1 s @0 i @0 sID @0 pS 0
276.06    	netw           	Tx  	> > >	send	->1 RX_ACK mID 48991 pid 1 f t ACK a 0 ps 0 r 0 d @1 s @0 i @0 sID @0 pS 0
276.06    	netw           	Tx  	> > >	send	->2 RX_PREDECESSOR mID 48608 pid 1 f t PREDECESSOR a 0 ps 0 r 0 d @2 s @1 i @0 sID @0 pS 0
276.06    	netw           	  Rx	< < <	checkReceive	0->2 TX_FIND_SUCCESSOR mID 48991 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @2 s @0 i @1 sID @3 pS 0
276.06    	netw           	  Rx	< < <	push_into_network	->1 TX_NOTIFY mID 49835 pid 1 f t NOTIFY a 1 ps 0 r 0 d @1 s @2 i @0 sID @2 pS 0
276.06    	netw           	  Rx	< < <	checkReceive	2->1 TX_NOTIFY mID 49835 pid 1 f t NOTIFY a 1 ps 0 r 0 d @1 s @2 i @0 sID @2 pS 0
276.07    	netw           	Tx  	> > >	send	->1 RX_NOTIFY mID 49835 pid 1 f t NOTIFY a 1 ps 0 r 0 d @1 s @2 i @0 sID @2 pS 0
276.07    	netw           	Tx  	> > >	send	->2 RX_FIND_SUCCESSOR mID 48991 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @2 s @0 i @1 sID @3 pS 0
276.07    	netw           	  Rx	< < <	push_into_network	->2 TX_ACK mID 49835 pid 1 f t ACK a 0 ps 0 r 0 d @2 s @1 i @0 sID @0 pS 0
276.07    	netw           	  Rx	< < <	push_into_network	->0 TX_ACK mID 48991 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @2 i @0 sID @0 pS 0
276.07    	netw           	  Rx	< < <	push_into_network	->1 TX_SUCCESSOR mID 48991 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @1 s @2 i @0 sID @2 pS 0
276.07    	netw           	  Rx	< < <	checkReceive	2->0 TX_ACK mID 48991 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @2 i @0 sID @0 pS 0
276.07    	netw           	  Rx	< < <	checkReceive	2->1 TX_SUCCESSOR mID 48991 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @1 s @2 i @0 sID @2 pS 0
276.07    	netw           	  Rx	< < <	checkReceive	1->2 TX_ACK mID 49835 pid 1 f t ACK a 0 ps 0 r 0 d @2 s @1 i @0 sID @0 pS 0
276.08    	netw           	Tx  	> > >	send	->0 RX_ACK mID 48991 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @2 i @0 sID @0 pS 0
276.08    	netw           	Tx  	> > >	send	->1 RX_SUCCESSOR mID 48991 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @1 s @2 i @0 sID @2 pS 0
276.08    	netw           	Tx  	> > >	send	->2 RX_ACK mID 49835 pid 1 f t ACK a 0 ps 0 r 0 d @2 s @1 i @0 sID @0 pS 0
277.01    	netw           	  Rx	< < <	push_into_network	->1 TX_FIND_SUCCESSOR mID 49255 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @1 s @0 i @0 sID @2046 pS 0
277.01    	netw           	  Rx	< < <	checkReceive	0->1 TX_FIND_SUCCESSOR mID 49255 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @1 s @0 i @0 sID @2046 pS 0
277.02    	netw           	Tx  	> > >	send	->1 RX_FIND_SUCCESSOR mID 49255 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @1 s @0 i @0 sID @2046 pS 0
277.02    	netw           	  Rx	< < <	push_into_network	->0 TX_ACK mID 49255 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @1 i @0 sID @0 pS 0
277.02    	netw           	  Rx	< < <	push_into_network	->2 TX_FIND_SUCCESSOR mID 49255 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @2 s @1 i @0 sID @2046 pS 0
277.02    	netw           	  Rx	< < <	checkReceive	1->0 TX_ACK mID 49255 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @1 i @0 sID @0 pS 0
277.02    	netw           	  Rx	< < <	checkReceive	1->2 TX_FIND_SUCCESSOR mID 49255 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @2 s @1 i @0 sID @2046 pS 0
277.03    	netw           	Tx  	> > >	send	->0 RX_ACK mID 49255 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @1 i @0 sID @0 pS 0
277.03    	netw           	Tx  	> > >	send	->2 RX_FIND_SUCCESSOR mID 49255 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @2 s @1 i @0 sID @2046 pS 0
277.03    	netw           	  Rx	< < <	push_into_network	->1 TX_ACK mID 49255 pid 1 f t ACK a 0 ps 0 r 0 d @1 s @2 i @0 sID @0 pS 0
277.03    	netw           	  Rx	< < <	checkReceive	2->1 TX_ACK mID 49255 pid 1 f t ACK a 0 ps 0 r 0 d @1 s @2 i @0 sID @0 pS 0
277.03    	netw           	  Rx	< < <	push_into_network	->0 TX_SUCCESSOR mID 49255 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @0 s @2 i @0 sID @2 pS 0
277.03    	netw           	  Rx	< < <	checkReceive	2->0 TX_SUCCESSOR mID 49255 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @0 s @2 i @0 sID @2 pS 0
277.03    	netw           	  Rx	< < <	push_into_network	->1 TX_FIND_SUCCESSOR mID 50868 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @1 s @2 i @2 sID @3 pS 0
277.04    	netw           	Tx  	> > >	send	->0 RX_SUCCESSOR mID 49255 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @0 s @2 i @0 sID @2 pS 0
277.04    	netw           	Tx  	> > >	send	->1 RX_ACK mID 49255 pid 1 f t ACK a 0 ps 0 r 0 d @1 s @2 i @0 sID @0 pS 0
277.04    	netw           	  Rx	< < <	checkReceive	2->1 TX_FIND_SUCCESSOR mID 50868 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @1 s @2 i @2 sID @3 pS 0
277.04    	netw           	  Rx	< < <	push_into_network	->2 TX_FIND_SUCCESSOR mID 50322 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @2 s @1 i @1 sID @2047 pS 0
277.04    	netw           	  Rx	< < <	checkReceive	1->2 TX_FIND_SUCCESSOR mID 50322 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @2 s @1 i @1 sID @2047 pS 0
277.05    	netw           	Tx  	> > >	send	->1 RX_FIND_SUCCESSOR mID 50868 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @1 s @2 i @2 sID @3 pS 0
277.05    	netw           	Tx  	> > >	send	->2 RX_FIND_SUCCESSOR mID 50322 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @2 s @1 i @1 sID @2047 pS 0
277.05    	netw           	  Rx	< < <	push_into_network	->2 TX_ACK mID 50868 pid 1 f t ACK a 0 ps 0 r 0 d @2 s @1 i @0 sID @0 pS 0
277.05    	netw           	  Rx	< < <	push_into_network	->1 TX_ACK mID 50322 pid 1 f t ACK a 0 ps 0 r 0 d @1 s @2 i @0 sID @0 pS 0
277.05    	netw           	  Rx	< < <	push_into_network	->1 TX_SUCCESSOR mID 50322 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @1 s @2 i @0 sID @2 pS 0
277.05    	netw           	  Rx	< < <	push_into_network	->2 TX_SUCCESSOR mID 50868 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @2 s @1 i @0 sID @1 pS 0
277.05    	netw           	  Rx	< < <	checkReceive	2->1 TX_ACK mID 50322 pid 1 f t ACK a 0 ps 0 r 0 d @1 s @2 i @0 sID @0 pS 0
277.05    	netw           	  Rx	< < <	checkReceive	1->2 TX_ACK mID 50868 pid 1 f t ACK a 0 ps 0 r 0 d @2 s @1 i @0 sID @0 pS 0
277.06    	netw           	Tx  	> > >	send	->1 RX_ACK mID 50322 pid 1 f t ACK a 0 ps 0 r 0 d @1 s @2 i @0 sID @0 pS 0
277.06    	netw           	Tx  	> > >	send	->2 RX_ACK mID 50868 pid 1 f t ACK a 0 ps 0 r 0 d @2 s @1 i @0 sID @0 pS 0
277.06    	netw           	  Rx	< < <	checkReceive	2->1 TX_SUCCESSOR mID 50322 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @1 s @2 i @0 sID @2 pS 0
277.06    	netw           	  Rx	< < <	checkReceive	1->2 TX_SUCCESSOR mID 50868 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @2 s @1 i @0 sID @1 pS 0
277.07    	netw           	Tx  	> > >	send	->1 RX_SUCCESSOR mID 50322 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @1 s @2 i @0 sID @2 pS 0
277.07    	netw           	Tx  	> > >	send	->2 RX_SUCCESSOR mID 50868 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @2 s @1 i @0 sID @1 pS 0
278.01    	netw           	  Rx	< < <	push_into_network	->1 TX_FIND_PREDECESSOR mID 51497 pid 1 f t FIND_PREDECESSOR a 1 ps 0 r 0 d @1 s @0 i @0 sID @0 pS 0
278.01    	netw           	  Rx	< < <	checkReceive	0->1 TX_FIND_PREDECESSOR mID 51497 pid 1 f t FIND_PREDECESSOR a 1 ps 0 r 0 d @1 s @0 i @0 sID @0 pS 0
278.02    	netw           	Tx  	> > >	send	->1 RX_FIND_PREDECESSOR mID 51497 pid 1 f t FIND_PREDECESSOR a 1 ps 0 r 0 d @1 s @0 i @0 sID @0 pS 0
278.02    	netw           	  Rx	< < <	push_into_network	->0 TX_ACK mID 51497 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @1 i @0 sID @0 pS 0
278.02    	netw           	  Rx	< < <	push_into_network	->0 TX_PREDECESSOR mID 51497 pid 1 f t PREDECESSOR a 0 ps 0 r 0 d @0 s @1 i @0 sID @2 pS 0
278.02    	netw           	  Rx	< < <	checkReceive	1->0 TX_ACK mID 51497 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @1 i @0 sID @0 pS 0
278.03    	netw           	Tx  	> > >	send	->0 RX_ACK mID 51497 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @1 i @0 sID @0 pS 0
278.03    	netw           	  Rx	< < <	push_into_network	->1 TX_FIND_SUCCESSOR mID 52025 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @1 s @2 i @2 sID @4 pS 0
278.03    	netw           	  Rx	< < <	checkReceive	1->0 TX_PREDECESSOR mID 51497 pid 1 f t PREDECESSOR a 0 ps 0 r 0 d @0 s @1 i @0 sID @2 pS 0
278.03    	netw           	  Rx	< < <	checkReceive	2->1 TX_FIND_SUCCESSOR mID 52025 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @1 s @2 i @2 sID @4 pS 0
278.04    	netw           	Tx  	> > >	send	->0 RX_PREDECESSOR mID 51497 pid 1 f t PREDECESSOR a 0 ps 0 r 0 d @0 s @1 i @0 sID @2 pS 0
278.04    	netw           	Tx  	> > >	send	->1 RX_FIND_SUCCESSOR mID 52025 pid 1 f t FIND_SUCCESSOR a 1 ps 0 r 0 d @1 s @2 i @2 sID @4 pS 0
278.04    	netw           	  Rx	< < <	push_into_network	->2 TX_ACK mID 52025 pid 1 f t ACK a 0 ps 0 r 0 d @2 s @1 i @0 sID @0 pS 0
278.04    	netw           	  Rx	< < <	checkReceive	1->2 TX_ACK mID 52025 pid 1 f t ACK a 0 ps 0 r 0 d @2 s @1 i @0 sID @0 pS 0
278.04    	netw           	  Rx	< < <	push_into_network	->1 TX_NOTIFY mID 53191 pid 1 f t NOTIFY a 1 ps 0 r 0 d @1 s @0 i @0 sID @0 pS 0
278.04    	netw           	  Rx	< < <	push_into_network	->2 TX_SUCCESSOR mID 52025 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @2 s @1 i @0 sID @1 pS 0
278.04    	netw           	  Rx	< < <	checkReceive	0->1 TX_NOTIFY mID 53191 pid 1 f t NOTIFY a 1 ps 0 r 0 d @1 s @0 i @0 sID @0 pS 0
278.04    	netw           	  Rx	< < <	push_into_network	->0 TX_FIND_PREDECESSOR mID 52614 pid 1 f t FIND_PREDECESSOR a 1 ps 0 r 0 d @0 s @1 i @1 sID @2047 pS 0
278.04    	netw           	  Rx	< < <	checkReceive	1->0 TX_FIND_PREDECESSOR mID 52614 pid 1 f t FIND_PREDECESSOR a 1 ps 0 r 0 d @0 s @1 i @1 sID @2047 pS 0
278.05    	netw           	Tx  	> > >	send	->0 RX_FIND_PREDECESSOR mID 52614 pid 1 f t FIND_PREDECESSOR a 1 ps 0 r 0 d @0 s @1 i @1 sID @2047 pS 0
278.05    	netw           	Tx  	> > >	send	->1 RX_NOTIFY mID 53191 pid 1 f t NOTIFY a 1 ps 0 r 0 d @1 s @0 i @0 sID @0 pS 0
278.05    	netw           	Tx  	> > >	send	->2 RX_ACK mID 52025 pid 1 f t ACK a 0 ps 0 r 0 d @2 s @1 i @0 sID @0 pS 0
278.05    	netw           	  Rx	< < <	checkReceive	1->2 TX_SUCCESSOR mID 52025 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @2 s @1 i @0 sID @1 pS 0
278.05    	netw           	  Rx	< < <	push_into_network	->1 TX_ACK mID 52614 pid 1 f t ACK a 0 ps 0 r 0 d @1 s @0 i @0 sID @0 pS 0
278.05    	netw           	  Rx	< < <	push_into_network	->0 TX_ACK mID 53191 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @1 i @0 sID @0 pS 0
278.05    	netw           	  Rx	< < <	push_into_network	->1 TX_PREDECESSOR mID 52614 pid 1 f t PREDECESSOR a 0 ps 0 r 0 d @1 s @0 i @0 sID @1 pS 0
278.05    	netw           	  Rx	< < <	checkReceive	1->0 TX_ACK mID 53191 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @1 i @0 sID @0 pS 0
278.05    	netw           	  Rx	< < <	checkReceive	0->1 TX_ACK mID 52614 pid 1 f t ACK a 0 ps 0 r 0 d @1 s @0 i @0 sID @0 pS 0
278.06    	netw           	Tx  	> > >	send	->0 RX_ACK mID 53191 pid 1 f t ACK a 0 ps 0 r 0 d @0 s @1 i @0 sID @0 pS 0
278.06    	netw           	Tx  	> > >	send	->1 RX_ACK mID 52614 pid 1 f t ACK a 0 ps 0 r 0 d @1 s @0 i @0 sID @0 pS 0
278.06    	netw           	Tx  	> > >	send	->2 RX_SUCCESSOR mID 52025 pid 1 f t SUCCESSOR a 0 ps 0 r 0 d @2 s @1 i @0 sID @1 pS 0
278.06    	netw           	  Rx	< < <	checkReceive	0->1 TX_PREDECESSOR mID 52614 pid 1 f t PREDECESSOR a 0 ps 0 r 0 d @1 s @0 i @0 sID @1 pS 0
278.07    	netw           	Tx  	> > >	send	->1 RX_PREDECESSOR mID 52614 pid 1 f t PREDECESSOR a 0 ps 0 r 0 d @1 s @0 i @0 sID @1 pS 0
278.07    	netw           	  Rx	< < <	push_into_network	->0 TX_NOTIFY mID 54499 pid 1 f t NOTIFY a 1 ps 0 r 0 d @0 s @1 i @0 sID @1 pS 0
278.07    	netw           	  Rx	< < <	checkReceive	1->0 TX_NOTIFY mID 54499 pid 1 f t NOTIFY a 1 ps 0 r 0 d @0 s @1 i @0 sID @1 pS 0
278.08    	netw           	Tx  	> > >	send	->0 RX_NOTIFY mID 54499 pid 1 f t NOTIFY a 1 ps 0 r 0 d @0 s @1 i @0 sID @1 pS 0
278.08    	netw           	  Rx	< < <	push_into_network	->1 TX_ACK mID 54499 pid 1 f t ACK a 0 ps 0 r 0 d @1 s @0 i @0 sID @0 pS 0
